,LAPS,TIME,GAP,INT.,KPH,BEST,LAP,POS,CAR,PILOT NAME,TEAM,CIRCUIT,TYPE,ROUND,DATE
1890,21,35:59.827,82.126,38.654,202.256,1:36.196,8.0,20.0,25,M. Sato,Trident,Monza,Sprint Race 2,Round 5 ,2021-09-12
1891,28,53:20.402,0.000,0.000,183.965,1:51.566,19.0,1.0,2,O. Piastri,PREMA Racing,Sochi,Feature Race,Round 6 ,2021-09-26
1892,28,53:22.330,1.928,1.928,183.854,1:51.256,14.0,2.0,10,T. Pourchaire,ART Grand Prix,Sochi,Feature Race,Round 6 ,2021-09-26
1893,28,53:33.003,12.601,10.673,183.243,1:51.319,16.0,3.0,6,J. Daruvala,Carlin Racing,Sochi,Feature Race,Round 6 ,2021-09-26
1894,28,53:34.887,14.485,1.884,183.136,1:51.732,20.0,4.0,1,R. Shwartzman,PREMA Racing,Sochi,Feature Race,Round 6 ,2021-09-26
1895,28,53:38.460,18.058,3.573,182.932,1:51.457,15.0,5.0,5,D. Ticktum,Carlin Racing,Sochi,Feature Race,Round 6 ,2021-09-26
1896,28,53:42.579,22.177,4.119,182.699,1:51.179,16.0,6.0,3,G. Zhou,UNI-Virtuosi,Sochi,Feature Race,Round 6 ,2021-09-26
1897,28,53:50.998,30.596,8.419,182.222,1:50.917,20.0,7.0,7,L. Lawson,Hitech Grand Prix,Sochi,Feature Race,Round 6 ,2021-09-26
1898,28,53:53.853,33.451,2.855,182.062,1:51.662,17.0,8.0,11,R. Verschoor,MP Motorsport,Sochi,Feature Race,Round 6 ,2021-09-26
1899,28,53:58.177,37.775,4.324,181.818,1:51.365,15.0,9.0,9,C. Lundgaard,ART Grand Prix,Sochi,Feature Race,Round 6 ,2021-09-26
1900,28,53:59.520,39.118,1.343,181.743,1:51.916,15.0,10.0,20,D. Beckmann,Campos Racing,Sochi,Feature Race,Round 6 ,2021-09-26
1901,28,54:04.226,43.824,4.706,181.479,1:51.537,14.0,11.0,17,M. Armstrong,DAMS,Sochi,Feature Race,Round 6 ,2021-09-26
1902,28,54:04.884,44.482,0.658,181.443,1:51.937,14.0,12.0,14,E. Fittipaldi,Charouz Racing System,Sochi,Feature Race,Round 6 ,2021-09-26
1903,28,54:06.200,45.798,1.316,181.369,1:51.141,21.0,13.0,15,G. Samaia,Charouz Racing System,Sochi,Feature Race,Round 6 ,2021-09-26
1904,28,54:12.304,51.902,6.104,181.029,1:51.264,21.0,14.0,25,M. Sato,Trident,Sochi,Feature Race,Round 6 ,2021-09-26
1905,28,54:18.593,58.191,6.289,180.679,1:51.727,21.0,15.0,16,R. Nissany,DAMS,Sochi,Feature Race,Round 6 ,2021-09-26
1906,28,54:28.772,68.370,10.179,180.117,1:51.389,16.0,16.0,12,L. Zendeli,MP Motorsport,Sochi,Feature Race,Round 6 ,2021-09-26
1907,28,54:45.355,84.953,16.583,179.208,1:52.625,22.0,17.0,23,A. Deledda,HWA RACELAB,Sochi,Feature Race,Round 6 ,2021-09-26
1908,27,53:24.706,1 LAP,1 LAP,177.148,1:50.960,23.0,18.0,22,J. Hughes,HWA RACELAB,Sochi,Feature Race,Round 6 ,2021-09-26
1909,25,48:05.267,DNF,-,182.168,1:51.668,17.0,19.0,21,R. Boschung,Campos Racing,Sochi,Feature Race,Round 6 ,2021-09-26
1910,18,36:37.195,0.000,0.000,172.144,1:50.899,16.0,1.0,5,D. Ticktum,Carlin Racing,Sochi,Sprint Race,Round 6 ,2021-09-26
1911,18,36:41.617,4.422,4.422,171.798,1:50.886,15.0,2.0,8,J. Vips,Hitech Grand Prix,Sochi,Sprint Race,Round 6 ,2021-09-26
1912,18,36:43.833,6.638,2.216,171.625,1:51.280,14.0,3.0,1,R. Shwartzman,PREMA Racing,Sochi,Sprint Race,Round 6 ,2021-09-26
1913,18,36:46.089,8.894,2.256,171.45,1:51.502,14.0,4.0,22,J. Hughes,HWA RACELAB,Sochi,Sprint Race,Round 6 ,2021-09-26
1914,18,36:47.019,9.824,0.930,171.377,1:50.669,16.0,5.0,10,T. Pourchaire,ART Grand Prix,Sochi,Sprint Race,Round 6 ,2021-09-26
1915,18,36:50.189,12.994,3.170,171.131,1:51.724,13.0,6.0,21,R. Boschung,Campos Racing,Sochi,Sprint Race,Round 6 ,2021-09-26
1916,18,36:50.864,13.669,0.675,171.079,1:51.802,14.0,7.0,9,C. Lundgaard,ART Grand Prix,Sochi,Sprint Race,Round 6 ,2021-09-26
1917,18,36:51.367,14.172,0.503,171.04,1:51.750,14.0,8.0,11,R. Verschoor,MP Motorsport,Sochi,Sprint Race,Round 6 ,2021-09-26
1918,18,36:52.116,14.921,0.749,170.982,1:51.462,16.0,9.0,2,O. Piastri,PREMA Racing,Sochi,Sprint Race,Round 6 ,2021-09-26
1919,18,36:54.463,17.268,2.347,170.801,1:51.526,14.0,10.0,12,L. Zendeli,MP Motorsport,Sochi,Sprint Race,Round 6 ,2021-09-26
1920,18,36:55.374,18.179,0.911,170.731,1:51.620,13.0,11.0,17,M. Armstrong,DAMS,Sochi,Sprint Race,Round 6 ,2021-09-26
1921,18,37:05.326,28.131,9.952,169.967,1:51.362,14.0,12.0,6,J. Daruvala,Carlin Racing,Sochi,Sprint Race,Round 6 ,2021-09-26
1922,18,37:05.959,28.764,0.633,169.919,1:51.311,16.0,13.0,15,G. Samaia,Charouz Racing System,Sochi,Sprint Race,Round 6 ,2021-09-26
1923,18,37:17.856,40.661,11.897,169.016,1:51.227,16.0,14.0,25,M. Sato,Trident,Sochi,Sprint Race,Round 6 ,2021-09-26
1924,18,37:34.866,57.671,17.010,167.741,1:50.680,15.0,15.0,20,D. Beckmann,Campos Racing,Sochi,Sprint Race,Round 6 ,2021-09-26
1925,18,37:47.660,70.465,12.794,166.794,1:51.584,18.0,16.0,16,R. Nissany,DAMS,Sochi,Sprint Race,Round 6 ,2021-09-26
1926,18,37:48.867,71.672,1.207,166.706,1:51.727,18.0,17.0,14,E. Fittipaldi,Charouz Racing System,Sochi,Sprint Race,Round 6 ,2021-09-26
1927,18,38:10.534,93.339,21.667,165.129,1:54.052,15.0,18.0,23,A. Deledda,HWA RACELAB,Sochi,Sprint Race,Round 6 ,2021-09-26
1928,5,47:09.339,0.000,0.000,38.96,1:45.326,5.0,1.0,2,O. Piastri,PREMA Racing,Jeddah,Feature Race,Round 7 ,2021-12-05
1929,5,47:10.487,1.148,1.148,38.944,1:45.461,5.0,2.0,1,R. Shwartzman,PREMA Racing,Jeddah,Feature Race,Round 7 ,2021-12-05
1930,5,47:12.096,2.757,1.609,38.922,1:45.728,4.0,3.0,21,R. Boschung,Campos Racing,Jeddah,Feature Race,Round 7 ,2021-12-05
1931,5,47:12.359,3.020,0.263,38.918,1:45.815,5.0,4.0,3,G. Zhou,UNI-Virtuosi,Jeddah,Feature Race,Round 7 ,2021-12-05
1932,5,47:13.746,4.407,1.387,38.899,1:46.424,4.0,5.0,4,F. Drugovich,UNI-Virtuosi,Jeddah,Feature Race,Round 7 ,2021-12-05
1933,5,47:14.210,4.871,0.464,38.893,1:45.815,5.0,6.0,8,J. Vips,Hitech Grand Prix,Jeddah,Feature Race,Round 7 ,2021-12-05
1934,5,47:15.408,6.069,1.198,38.876,1:46.019,5.0,7.0,9,C. Lundgaard,ART Grand Prix,Jeddah,Feature Race,Round 7 ,2021-12-05
1935,5,47:15.517,6.178,0.109,38.875,1:46.624,5.0,8.0,17,M. Armstrong,DAMS,Jeddah,Feature Race,Round 7 ,2021-12-05
1936,5,47:15.886,6.547,0.369,38.87,1:45.797,5.0,9.0,7,L. Lawson,Hitech Grand Prix,Jeddah,Feature Race,Round 7 ,2021-12-05
1937,5,47:18.773,9.434,2.887,38.83,1:47.244,4.0,10.0,5,D. Ticktum,Carlin Racing,Jeddah,Feature Race,Round 7 ,2021-12-05
1938,5,47:18.932,9.593,0.159,38.828,1:47.026,4.0,11.0,6,J. Daruvala,Carlin Racing,Jeddah,Feature Race,Round 7 ,2021-12-05
1939,5,47:19.516,10.177,0.584,38.82,1:46.985,5.0,12.0,24,B. Viscaal,Trident,Jeddah,Feature Race,Round 7 ,2021-12-05
1940,5,47:19.784,10.445,0.268,38.817,1:46.538,4.0,13.0,11,J. Doohan,MP Motorsport,Jeddah,Feature Race,Round 7 ,2021-12-05
1941,5,47:21.698,12.359,1.914,38.79,1:46.921,5.0,14.0,22,L. Sargeant,HWA RACELAB,Jeddah,Feature Race,Round 7 ,2021-12-05
1942,5,47:22.079,12.740,0.381,38.785,1:46.154,5.0,15.0,16,R. Nissany,DAMS,Jeddah,Feature Race,Round 7 ,2021-12-05
1943,5,47:23.075,13.736,0.996,38.772,1:46.438,5.0,16.0,20,O. Caldwell,Campos Racing,Jeddah,Feature Race,Round 7 ,2021-12-05
1944,5,47:24.833,15.494,1.758,38.748,1:47.008,5.0,17.0,15,G. Samaia,Charouz Racing System,Jeddah,Feature Race,Round 7 ,2021-12-05
1945,5,47:26.210,16.871,1.377,38.729,1:48.004,5.0,18.0,25,M. Sato,Trident,Jeddah,Feature Race,Round 7 ,2021-12-05
1946,5,47:26.473,17.134,0.263,38.725,1:47.374,4.0,19.0,12,C. Novalak,MP Motorsport,Jeddah,Feature Race,Round 7 ,2021-12-05
1947,5,47:30.115,20.776,3.642,38.676,1:48.825,5.0,20.0,23,A. Deledda,HWA RACELAB,Jeddah,Feature Race,Round 7 ,2021-12-05
1948,20,41:44.102,0.000,0.000,177.16,1:44.710,19.0,1.0,17,M. Armstrong,DAMS,Jeddah,Sprint Race,Round 7 ,2021-12-05
1949,20,41:44.665,0.563,0.563,177.12,1:44.253,20.0,2.0,7,L. Lawson,Hitech Grand Prix,Jeddah,Sprint Race,Round 7 ,2021-12-05
1950,20,41:46.146,2.044,1.481,177.016,1:44.638,20.0,3.0,8,J. Vips,Hitech Grand Prix,Jeddah,Sprint Race,Round 7 ,2021-12-05
1951,20,41:46.928,2.826,0.782,176.96,1:44.773,20.0,4.0,4,F. Drugovich,UNI-Virtuosi,Jeddah,Sprint Race,Round 7 ,2021-12-05
1952,20,41:52.380,8.278,2.794,176.576,1:44.179,20.0,5.0,1,R. Shwartzman,PREMA Racing,Jeddah,Sprint Race,Round 7 ,2021-12-05
1953,20,41:52.479,8.377,0.099,176.569,1:45.022,8.0,6.0,9,C. Lundgaard,ART Grand Prix,Jeddah,Sprint Race,Round 7 ,2021-12-05
1954,20,41:52.554,8.452,0.075,176.564,1:44.656,11.0,7.0,5,D. Ticktum,Carlin Racing,Jeddah,Sprint Race,Round 7 ,2021-12-05
1955,20,41:52.715,8.613,0.161,176.553,1:44.907,9.0,8.0,2,O. Piastri,PREMA Racing,Jeddah,Sprint Race,Round 7 ,2021-12-05
1956,20,41:54.570,10.468,1.855,176.423,1:45.311,7.0,9.0,24,B. Viscaal,Trident,Jeddah,Sprint Race,Round 7 ,2021-12-05
1957,20,41:49.586,5.484,2.658,176.773,1:44.249,20.0,10.0,6,J. Daruvala,Carlin Racing,Jeddah,Sprint Race,Round 7 ,2021-12-05
1958,20,41:54.668,10.566,0.098,176.416,1:45.539,20.0,11.0,11,J. Doohan,MP Motorsport,Jeddah,Sprint Race,Round 7 ,2021-12-05
1959,20,41:55.067,10.965,0.399,176.388,1:44.912,20.0,12.0,14,E. Fittipaldi,Charouz Racing System,Jeddah,Sprint Race,Round 7 ,2021-12-05
1960,20,41:57.079,12.977,2.012,176.247,1:45.589,12.0,13.0,16,R. Nissany,DAMS,Jeddah,Sprint Race,Round 7 ,2021-12-05
1961,20,41:57.206,13.104,0.127,176.238,1:45.729,10.0,14.0,12,C. Novalak,MP Motorsport,Jeddah,Sprint Race,Round 7 ,2021-12-05
1962,20,41:58.434,14.332,1.228,176.152,1:45.307,8.0,15.0,21,R. Boschung,Campos Racing,Jeddah,Sprint Race,Round 7 ,2021-12-05
1963,20,41:59.410,15.308,0.976,176.084,1:45.814,10.0,16.0,22,L. Sargeant,HWA RACELAB,Jeddah,Sprint Race,Round 7 ,2021-12-05
1964,20,42:01.445,17.343,2.035,175.941,1:46.699,8.0,17.0,3,G. Zhou,UNI-Virtuosi,Jeddah,Sprint Race,Round 7 ,2021-12-05
1965,20,42:08.754,24.652,7.309,175.433,1:45.785,12.0,18.0,20,O. Caldwell,Campos Racing,Jeddah,Sprint Race,Round 7 ,2021-12-05
1966,20,45:31.603,0.000,0.000,162.405,1:43.940,17.0,1.0,2,O. Piastri,PREMA Racing,Jeddah,Sprint Race 2,Round 7 ,2021-12-05
1967,20,45:34.124,2.521,2.521,162.255,1:44.353,13.0,2.0,24,B. Viscaal,Trident,Jeddah,Sprint Race 2,Round 7 ,2021-12-05
1968,20,45:34.974,3.371,0.850,162.205,1:44.049,12.0,3.0,1,R. Shwartzman,PREMA Racing,Jeddah,Sprint Race 2,Round 7 ,2021-12-05
1969,20,45:35.057,3.454,0.083,162.2,1:44.609,13.0,4.0,5,D. Ticktum,Carlin Racing,Jeddah,Sprint Race 2,Round 7 ,2021-12-05
1970,20,45:35.201,3.598,0.144,162.192,1:44.131,13.0,5.0,11,J. Doohan,MP Motorsport,Jeddah,Sprint Race 2,Round 7 ,2021-12-05
1971,20,45:35.264,3.661,0.063,162.188,1:44.347,12.0,6.0,10,T. Pourchaire,ART Grand Prix,Jeddah,Sprint Race 2,Round 7 ,2021-12-05
1972,20,45:35.482,3.879,0.218,162.175,1:44.211,13.0,7.0,14,E. Fittipaldi,Charouz Racing System,Jeddah,Sprint Race 2,Round 7 ,2021-12-05
1973,20,45:35.731,4.128,0.249,162.16,1:44.197,15.0,8.0,3,G. Zhou,UNI-Virtuosi,Jeddah,Sprint Race 2,Round 7 ,2021-12-05
1974,20,45:35.954,4.351,0.223,162.147,1:44.602,12.0,9.0,21,R. Boschung,Campos Racing,Jeddah,Sprint Race 2,Round 7 ,2021-12-05
1975,20,45:36.222,4.619,0.268,162.131,1:44.836,14.0,10.0,4,F. Drugovich,UNI-Virtuosi,Jeddah,Sprint Race 2,Round 7 ,2021-12-05
1976,20,45:36.416,4.813,0.194,162.12,1:44.573,12.0,11.0,16,R. Nissany,DAMS,Jeddah,Sprint Race 2,Round 7 ,2021-12-05
1977,20,45:37.751,6.148,1.335,162.041,1:45.339,12.0,12.0,20,O. Caldwell,Campos Racing,Jeddah,Sprint Race 2,Round 7 ,2021-12-05
1978,20,45:38.052,6.449,0.301,162.023,1:45.652,17.0,13.0,25,M. Sato,Trident,Jeddah,Sprint Race 2,Round 7 ,2021-12-05
1979,20,45:38.606,7.003,0.554,161.99,1:44.325,11.0,14.0,6,J. Daruvala,Carlin Racing,Jeddah,Sprint Race 2,Round 7 ,2021-12-05
1980,20,45:38.846,7.243,0.240,161.976,1:43.994,11.0,15.0,9,C. Lundgaard,ART Grand Prix,Jeddah,Sprint Race 2,Round 7 ,2021-12-05
1981,33,58:14.400,0.000,0.000,179.421,1:38.993,27.0,1.0,2,O. Piastri,PREMA Racing,Yas Island,Feature Race,Round 8 ,2021-12-12
1982,33,58:17.688,3.288,3.288,179.252,1:39.098,28.0,2.0,3,G. Zhou,UNI-Virtuosi,Yas Island,Feature Race,Round 8 ,2021-12-12
1983,33,58:22.642,8.242,4.954,178.998,1:37.972,30.0,3.0,4,F. Drugovich,UNI-Virtuosi,Yas Island,Feature Race,Round 8 ,2021-12-12
1984,33,58:24.377,9.977,1.735,178.91,1:37.789,29.0,4.0,10,T. Pourchaire,ART Grand Prix,Yas Island,Feature Race,Round 8 ,2021-12-12
1985,33,58:27.733,13.333,3.356,178.739,1:39.282,27.0,5.0,1,R. Shwartzman,PREMA Racing,Yas Island,Feature Race,Round 8 ,2021-12-12
1986,33,58:33.566,19.166,5.833,178.442,1:39.473,32.0,6.0,5,D. Ticktum,Carlin Racing,Yas Island,Feature Race,Round 8 ,2021-12-12
1987,33,58:34.175,19.775,0.609,178.411,1:38.690,26.0,7.0,17,M. Armstrong,DAMS,Yas Island,Feature Race,Round 8 ,2021-12-12
1988,33,58:36.955,22.555,2.780,178.27,1:38.301,28.0,8.0,8,J. Vips,Hitech Grand Prix,Yas Island,Feature Race,Round 8 ,2021-12-12
1989,33,58:40.815,26.415,3.860,178.074,1:39.776,15.0,9.0,21,R. Boschung,Campos Racing,Yas Island,Feature Race,Round 8 ,2021-12-12
1990,33,58:41.642,27.242,0.827,178.033,1:39.472,12.0,10.0,14,R. Verschoor,Charouz Racing System,Yas Island,Feature Race,Round 8 ,2021-12-12
1991,33,58:44.407,30.007,2.765,177.893,1:38.831,30.0,11.0,6,J. Daruvala,Carlin Racing,Yas Island,Feature Race,Round 8 ,2021-12-12
1992,33,58:47.019,32.619,2.612,177.761,1:39.345,29.0,12.0,24,B. Viscaal,Trident,Yas Island,Feature Race,Round 8 ,2021-12-12
1993,33,58:51.705,37.305,4.686,177.525,1:39.483,32.0,13.0,16,R. Nissany,DAMS,Yas Island,Feature Race,Round 8 ,2021-12-12
1994,33,58:52.236,37.836,0.531,177.499,1:39.043,25.0,14.0,12,C. Novalak,MP Motorsport,Yas Island,Feature Race,Round 8 ,2021-12-12
1995,33,58:54.846,40.446,2.610,177.368,1:39.416,9.0,15.0,9,C. Lundgaard,ART Grand Prix,Yas Island,Feature Race,Round 8 ,2021-12-12
1996,33,58:55.440,41.040,0.594,177.338,1:39.459,13.0,16.0,15,G. Samaia,Charouz Racing System,Yas Island,Feature Race,Round 8 ,2021-12-12
1997,33,58:56.741,42.341,1.301,177.273,1:39.623,12.0,17.0,25,M. Sato,Trident,Yas Island,Feature Race,Round 8 ,2021-12-12
1998,33,58:58.246,43.846,1.505,177.197,1:39.336,33.0,18.0,20,O. Caldwell,Campos Racing,Yas Island,Feature Race,Round 8 ,2021-12-12
1999,33,59:34.739,80.339,36.493,175.388,1:40.027,26.0,19.0,23,A. Deledda,HWA RACELAB,Yas Island,Feature Race,Round 8 ,2021-12-12
2000,29,51:43.323,DNF,-,177.526,1:39.276,9.0,20.0,7,L. Lawson,Hitech Grand Prix,Yas Island,Feature Race,Round 8 ,2021-12-12
2001,23,38:33.605,0.000,0.000,188.819,1:39.850,18.0,1.0,6,J. Daruvala,Carlin Racing,Yas Island,Sprint Race,Round 8 ,2021-12-12
2002,23,38:35.684,2.079,2.079,188.649,1:40.052,6.0,2.0,4,F. Drugovich,UNI-Virtuosi,Yas Island,Sprint Race,Round 8 ,2021-12-12
2003,23,38:36.520,2.915,0.836,188.581,1:39.797,23.0,3.0,2,O. Piastri,PREMA Racing,Yas Island,Sprint Race,Round 8 ,2021-12-12
2004,23,38:37.186,3.581,0.666,188.527,1:39.529,23.0,4.0,1,R. Shwartzman,PREMA Racing,Yas Island,Sprint Race,Round 8 ,2021-12-12
2005,23,38:44.848,11.243,7.662,187.905,1:40.274,21.0,5.0,7,L. Lawson,Hitech Grand Prix,Yas Island,Sprint Race,Round 8 ,2021-12-12
2006,23,38:46.583,12.978,1.735,187.765,1:40.177,23.0,6.0,5,D. Ticktum,Carlin Racing,Yas Island,Sprint Race,Round 8 ,2021-12-12
2007,23,38:47.725,14.120,1.142,187.673,1:40.368,22.0,7.0,10,T. Pourchaire,ART Grand Prix,Yas Island,Sprint Race,Round 8 ,2021-12-12
2008,23,38:49.200,15.595,1.475,187.554,1:40.413,5.0,8.0,3,G. Zhou,UNI-Virtuosi,Yas Island,Sprint Race,Round 8 ,2021-12-12
2009,23,38:50.686,17.081,1.486,187.435,1:40.482,21.0,9.0,21,R. Boschung,Campos Racing,Yas Island,Sprint Race,Round 8 ,2021-12-12
2010,23,38:51.144,17.539,0.458,187.398,1:40.412,5.0,10.0,17,M. Armstrong,DAMS,Yas Island,Sprint Race,Round 8 ,2021-12-12
2011,23,38:52.135,18.530,0.991,187.318,1:40.448,5.0,11.0,11,J. Doohan,MP Motorsport,Yas Island,Sprint Race,Round 8 ,2021-12-12
2012,23,38:52.875,19.270,0.740,187.259,1:40.197,18.0,12.0,8,J. Vips,Hitech Grand Prix,Yas Island,Sprint Race,Round 8 ,2021-12-12
2013,23,38:60.831,22.226,2.956,187.022,1:39.876,21.0,13.0,24,B. Viscaal,Trident,Yas Island,Sprint Race,Round 8 ,2021-12-12
2014,23,39:03.532,29.927,7.701,186.407,1:40.397,23.0,14.0,16,R. Nissany,DAMS,Yas Island,Sprint Race,Round 8 ,2021-12-12
2015,23,39:05.704,32.099,2.172,186.235,1:40.509,4.0,15.0,9,C. Lundgaard,ART Grand Prix,Yas Island,Sprint Race,Round 8 ,2021-12-12
2016,23,39:06.241,32.636,0.537,186.192,1:40.839,14.0,16.0,15,G. Samaia,Charouz Racing System,Yas Island,Sprint Race,Round 8 ,2021-12-12
