,LAPS,TIME,GAP,INT.,KPH,BEST,LAP,POS,CAR,PILOT NAME,TEAM,CIRCUIT,TYPE,ROUND,DATE
448,21,41:54.492,22.391,3.283,180.335,1:57.871,8.0,7.0,9,R. Merhi,MP Motorsport,Baku,Sprint Race,Round 2 ,2018-04-29
449,21,41:56.480,24.379,1.988,180.193,1:58.215,6.0,8.0,10,R. Boschung,MP Motorsport,Baku,Sprint Race,Round 2 ,2018-04-29
450,21,41:57.231,25.130,0.751,180.139,1:58.418,8.0,9.0,2,T. Makino,RUSSIAN TIME,Baku,Sprint Race,Round 2 ,2018-04-29
451,21,42:18.662,46.561,21.431,178.618,1:59.066,7.0,10.0,20,L. Delétraz,Charouz Racing System,Baku,Sprint Race,Round 2 ,2018-04-29
452,21,42:52.632,80.531,33.970,176.26,1:56.774,21.0,11.0,7,J. Aitken,ART Grand Prix,Baku,Sprint Race,Round 2 ,2018-04-29
453,21,43:00.043,87.942,7.411,175.753,1:58.593,18.0,12.0,12,N. Fukuzumi,BWT Arden,Baku,Sprint Race,Round 2 ,2018-04-29
454,21,43:05.205,93.104,5.162,175.402,1:57.254,20.0,13.0,5,A. Albon,DAMS,Baku,Sprint Race,Round 2 ,2018-04-29
455,20,41:50.673,1 LAP,1 LAP,172.002,1:58.402,19.0,14.0,14,L. Ghiotto,Campos Vexatec Racing,Baku,Sprint Race,Round 2 ,2018-04-29
456,18,37:51.440,DNF,-,171.089,1:57.350,14.0,15.0,11,M. Günther,BWT Arden,Baku,Sprint Race,Round 2 ,2018-04-29
457,21,41:34.705,2.604,2.604,181.765,1:57.663,15.0,,18,S. Sette Câmara,Carlin,Baku,Sprint Race,Round 2 ,2018-04-29
458,36,1:02:58.902,0.000,0.000,159.526,1:30.624,33.0,1.0,8,G. Russell,ART Grand Prix,Barcelona,Feature Race,Round 3 ,2018-05-13
459,36,1:02:59.938,1.036,1.036,159.482,1:30.821,33.0,2.0,4,N. de Vries,PERTAMINA PREMA Theodore Racing,Barcelona,Feature Race,Round 3 ,2018-05-13
460,36,1:03:00.662,1.760,0.724,159.452,1:30.660,34.0,3.0,19,L. Norris,Carlin,Barcelona,Feature Race,Round 3 ,2018-05-13
461,36,1:03:04.616,5.714,3.954,159.285,1:30.905,32.0,4.0,14,L. Ghiotto,Campos Vexatec Racing,Barcelona,Feature Race,Round 3 ,2018-05-13
462,36,1:03:05.000,6.098,0.384,159.269,1:30.556,35.0,5.0,5,A. Albon,DAMS,Barcelona,Feature Race,Round 3 ,2018-05-13
463,36,1:03:07.116,8.214,2.116,159.18,1:30.918,34.0,6.0,7,J. Aitken,ART Grand Prix,Barcelona,Feature Race,Round 3 ,2018-05-13
464,36,1:03:08.732,9.830,1.616,159.112,1:30.606,34.0,7.0,18,S. Sette Câmara,Carlin,Barcelona,Feature Race,Round 3 ,2018-05-13
465,36,1:03:19.759,20.857,11.027,158.65,1:30.550,36.0,8.0,1,A. Markelov,RUSSIAN TIME,Barcelona,Feature Race,Round 3 ,2018-05-13
466,36,1:03:22.852,23.950,3.093,158.521,1:31.341,33.0,9.0,2,T. Makino,RUSSIAN TIME,Barcelona,Feature Race,Round 3 ,2018-05-13
467,36,1:03:24.191,25.289,1.339,158.465,1:31.673,34.0,10.0,21,A. Fuoco,Charouz Racing System,Barcelona,Feature Race,Round 3 ,2018-05-13
468,36,1:03:28.052,29.150,3.861,158.305,1:30.143,35.0,11.0,12,N. Fukuzumi,BWT Arden,Barcelona,Feature Race,Round 3 ,2018-05-13
469,36,1:03:35.621,36.719,7.569,157.991,1:31.304,33.0,12.0,15,R. Nissany,Campos Vexatec Racing,Barcelona,Feature Race,Round 3 ,2018-05-13
470,36,1:03:57.673,58.771,22.052,157.083,1:31.781,36.0,13.0,9,R. Merhi,MP Motorsport,Barcelona,Feature Race,Round 3 ,2018-05-13
471,35,1:03:12.520,1 LAP,1 LAP,154.534,1:30.039,34.0,14.0,6,N. Latifi,DAMS,Barcelona,Feature Race,Round 3 ,2018-05-13
472,26,45:21.511,0.000,0.000,159.931,1:31.237,26.0,1.0,7,J. Aitken,ART Grand Prix,Barcelona,Sprint Race,Round 3 ,2018-05-13
473,26,45:23.061,1.550,1.550,159.84,1:31.444,26.0,2.0,5,A. Albon,DAMS,Barcelona,Sprint Race,Round 3 ,2018-05-13
474,26,45:24.375,2.864,1.314,159.763,1:31.298,26.0,3.0,19,L. Norris,Carlin,Barcelona,Sprint Race,Round 3 ,2018-05-13
475,26,45:29.617,8.106,5.242,159.456,1:30.987,26.0,4.0,8,G. Russell,ART Grand Prix,Barcelona,Sprint Race,Round 3 ,2018-05-13
476,26,45:32.620,11.109,3.003,159.28,1:31.887,16.0,5.0,14,L. Ghiotto,Campos Vexatec Racing,Barcelona,Sprint Race,Round 3 ,2018-05-13
477,26,45:35.213,13.702,2.593,159.129,1:31.865,25.0,6.0,3,S. Gelael,PERTAMINA PREMA Theodore Racing,Barcelona,Sprint Race,Round 3 ,2018-05-13
478,26,45:36.348,14.837,1.135,159.063,1:31.695,25.0,7.0,21,A. Fuoco,Charouz Racing System,Barcelona,Sprint Race,Round 3 ,2018-05-13
479,26,45:50.189,28.678,13.841,158.263,1:32.426,15.0,8.0,6,N. Latifi,DAMS,Barcelona,Sprint Race,Round 3 ,2018-05-13
480,26,45:50.576,29.065,0.387,158.241,1:32.259,25.0,9.0,1,A. Markelov,RUSSIAN TIME,Barcelona,Sprint Race,Round 3 ,2018-05-13
481,26,45:50.948,29.437,0.372,158.219,1:32.641,15.0,10.0,20,L. Delétraz,Charouz Racing System,Barcelona,Sprint Race,Round 3 ,2018-05-13
482,26,45:52.507,30.996,1.559,158.13,1:33.301,25.0,11.0,17,S. Ferrucci,Trident,Barcelona,Sprint Race,Round 3 ,2018-05-13
483,26,45:53.939,32.428,1.432,158.047,1:32.645,25.0,12.0,11,M. Günther,BWT Arden,Barcelona,Sprint Race,Round 3 ,2018-05-13
484,26,45:54.747,33.236,0.808,158.001,1:32.644,15.0,13.0,16,A. Maini,Trident,Barcelona,Sprint Race,Round 3 ,2018-05-13
485,26,45:57.183,35.672,2.436,157.861,1:32.123,25.0,14.0,15,R. Nissany,Campos Vexatec Racing,Barcelona,Sprint Race,Round 3 ,2018-05-13
486,42,1:02:03.286,0.000,0.000,135.513,1:22.990,38.0,1.0,1,A. Markelov,RUSSIAN TIME,Monte Carlo,Feature Race,Round 4 ,2018-05-26
487,42,1:02:13.999,10.713,10.713,135.124,1:24.003,32.0,2.0,3,S. Gelael,PERTAMINA PREMA Theodore Racing,Monte Carlo,Feature Race,Round 4 ,2018-05-26
488,42,1:02:18.775,15.489,4.776,134.951,1:24.276,32.0,3.0,9,R. Merhi,MP Motorsport,Monte Carlo,Feature Race,Round 4 ,2018-05-26
489,42,1:02:22.522,19.236,3.747,134.816,1:24.073,31.0,4.0,20,L. Delétraz,Charouz Racing System,Monte Carlo,Feature Race,Round 4 ,2018-05-26
490,42,1:02:23.421,20.135,0.899,134.784,1:23.631,35.0,5.0,16,A. Maini,Trident,Monte Carlo,Feature Race,Round 4 ,2018-05-26
491,42,1:02:23.923,20.637,0.502,134.766,1:23.498,32.0,6.0,19,L. Norris,Carlin,Monte Carlo,Feature Race,Round 4 ,2018-05-26
492,42,1:02:25.272,21.986,1.349,134.717,1:23.356,32.0,7.0,7,J. Aitken,ART Grand Prix,Monte Carlo,Feature Race,Round 4 ,2018-05-26
493,42,1:02:27.141,23.855,1.869,134.65,1:23.752,31.0,8.0,21,A. Fuoco,Charouz Racing System,Monte Carlo,Feature Race,Round 4 ,2018-05-26
494,42,1:02:28.147,24.861,1.006,134.614,1:23.785,34.0,9.0,6,N. Latifi,DAMS,Monte Carlo,Feature Race,Round 4 ,2018-05-26
495,42,1:02:34.230,30.944,6.083,134.396,1:23.797,32.0,10.0,12,N. Fukuzumi,BWT Arden,Monte Carlo,Feature Race,Round 4 ,2018-05-26
496,42,1:02:34.818,31.532,0.588,134.375,1:22.472,38.0,11.0,11,M. Günther,BWT Arden,Monte Carlo,Feature Race,Round 4 ,2018-05-26
497,42,1:02:53.035,49.749,18.217,133.726,1:25.220,34.0,12.0,15,R. Nissany,Campos Vexatec Racing,Monte Carlo,Feature Race,Round 4 ,2018-05-26
498,42,1:03:30.727,87.441,37.692,132.403,1:25.680,36.0,13.0,17,S. Ferrucci,Trident,Monte Carlo,Feature Race,Round 4 ,2018-05-26
499,39,1:01:14.739,DNF,-,127.496,1:25.624,36.0,14.0,2,T. Makino,RUSSIAN TIME,Monte Carlo,Feature Race,Round 4 ,2018-05-26
500,30,48:44.373,0.000,0.000,123.238,1:24.562,19.0,1.0,21,A. Fuoco,Charouz Racing System,Monte Carlo,Sprint Race,Round 4 ,2018-05-26
501,30,48:46.442,2.069,2.069,123.151,1:25.004,13.0,2.0,20,L. Delétraz,Charouz Racing System,Monte Carlo,Sprint Race,Round 4 ,2018-05-26
502,30,48:45.545,1.172,1.172,123.189,1:24.041,26.0,3.0,19,L. Norris,Carlin,Monte Carlo,Sprint Race,Round 4 ,2018-05-26
503,30,48:48.464,4.091,2.022,123.066,1:24.030,18.0,4.0,1,A. Markelov,RUSSIAN TIME,Monte Carlo,Sprint Race,Round 4 ,2018-05-26
504,30,48:51.822,7.449,1.350,122.925,1:24.700,11.0,5.0,16,A. Maini,Trident,Monte Carlo,Sprint Race,Round 4 ,2018-05-26
505,30,48:52.328,7.955,0.506,122.904,1:23.836,14.0,6.0,11,M. Günther,BWT Arden,Monte Carlo,Sprint Race,Round 4 ,2018-05-26
506,30,48:55.472,6.099,2.008,122.982,1:24.850,12.0,7.0,9,R. Merhi,MP Motorsport,Monte Carlo,Sprint Race,Round 4 ,2018-05-26
507,30,48:56.615,12.242,4.287,122.724,1:22.906,23.0,8.0,6,N. Latifi,DAMS,Monte Carlo,Sprint Race,Round 4 ,2018-05-26
508,29,48:53.659,1 LAP,1 LAP,118.753,1:23.464,16.0,9.0,4,N. de Vries,PERTAMINA PREMA Theodore Racing,Monte Carlo,Sprint Race,Round 4 ,2018-05-26
509,29,48:55.963,1 LAP,2.304,118.66,1:23.407,22.0,10.0,14,L. Ghiotto,Campos Vexatec Racing,Monte Carlo,Sprint Race,Round 4 ,2018-05-26
510,27,43:21.143,DNF,-,124.697,1:25.388,19.0,11.0,12,N. Fukuzumi,BWT Arden,Monte Carlo,Sprint Race,Round 4 ,2018-05-26
511,27,43:35.650,DNF,-,124.481,1:25.488,19.0,12.0,17,S. Ferrucci,Trident,Monte Carlo,Sprint Race,Round 4 ,2018-05-26
512,30,58:28.750,0.000,0.000,179.883,1:47.732,20.0,1.0,8,G. Russell,ART Grand Prix,Le Castellet,Feature Race,Round 5 ,2018-06-24
513,30,58:29.858,1.108,1.108,179.826,1:47.557,19.0,2.0,18,S. Sette Câmara,Carlin,Le Castellet,Feature Race,Round 5 ,2018-06-24
514,30,59:06.629,37.879,4.807,177.962,1:48.828,17.0,3.0,14,L. Ghiotto,Campos Vexatec Racing,Le Castellet,Feature Race,Round 5 ,2018-06-24
515,30,59:12.405,43.655,5.776,177.672,1:48.480,18.0,4.0,21,A. Fuoco,Charouz Racing System,Le Castellet,Feature Race,Round 5 ,2018-06-24
516,30,59:14.430,45.680,2.025,177.571,1:47.085,26.0,5.0,4,N. de Vries,PERTAMINA PREMA Theodore Racing,Le Castellet,Feature Race,Round 5 ,2018-06-24
517,30,59:21.976,53.226,7.546,177.195,1:48.946,19.0,6.0,20,L. Delétraz,Charouz Racing System,Le Castellet,Feature Race,Round 5 ,2018-06-24
518,30,59:45.701,76.951,23.725,176.023,1:50.256,18.0,7.0,6,N. Latifi,DAMS,Le Castellet,Feature Race,Round 5 ,2018-06-24
519,30,59:46.093,77.343,0.392,176.003,1:49.668,17.0,8.0,2,T. Makino,RUSSIAN TIME,Le Castellet,Feature Race,Round 5 ,2018-06-24
520,30,59:49.134,80.384,3.041,175.854,1:50.029,16.0,9.0,12,N. Fukuzumi,BWT Arden,Le Castellet,Feature Race,Round 5 ,2018-06-24
521,30,59:59.355,90.605,10.221,175.355,1:48.913,21.0,10.0,16,A. Maini,Trident,Le Castellet,Feature Race,Round 5 ,2018-06-24
522,30,1:00:01.219,92.469,1.864,175.264,1:49.854,16.0,11.0,7,J. Aitken,ART Grand Prix,Le Castellet,Feature Race,Round 5 ,2018-06-24
523,30,1:00:06.412,97.662,5.193,175.012,1:49.251,26.0,12.0,11,M. Günther,BWT Arden,Le Castellet,Feature Race,Round 5 ,2018-06-24
524,29,58:36.812,1 LAP,1 LAP,173.49,1:49.232,18.0,13.0,17,S. Ferrucci,Trident,Le Castellet,Feature Race,Round 5 ,2018-06-24
525,29,58:37.097,1 LAP,0.285,173.476,1:48.328,20.0,14.0,1,A. Markelov,RUSSIAN TIME,Le Castellet,Feature Race,Round 5 ,2018-06-24
526,29,58:37.492,1 LAP,0.395,173.457,1:50.182,17.0,15.0,15,R. Nissany,Campos Vexatec Racing,Le Castellet,Feature Race,Round 5 ,2018-06-24
527,29,1:00:08.588,1 LAP,91.096,169.078,1:48.010,27.0,16.0,19,L. Norris,Carlin,Le Castellet,Feature Race,Round 5 ,2018-06-24
528,21,38:28.325,0.000,0.000,191.431,1:48.996,13.0,1.0,4,N. de Vries,PERTAMINA PREMA Theodore Racing,Le Castellet,Sprint Race,Round 5 ,2018-06-24
529,21,38:37.973,9.648,9.648,190.634,1:49.404,6.0,2.0,20,L. Delétraz,Charouz Racing System,Le Castellet,Sprint Race,Round 5 ,2018-06-24
530,21,38:38.195,9.870,0.222,190.616,1:49.248,16.0,3.0,14,L. Ghiotto,Campos Vexatec Racing,Le Castellet,Sprint Race,Round 5 ,2018-06-24
531,21,38:45.003,16.678,6.808,190.058,1:49.506,15.0,4.0,21,A. Fuoco,Charouz Racing System,Le Castellet,Sprint Race,Round 5 ,2018-06-24
532,21,38:46.077,17.752,1.074,189.97,1:49.295,13.0,5.0,19,L. Norris,Carlin,Le Castellet,Sprint Race,Round 5 ,2018-06-24
533,21,38:48.730,20.405,2.653,189.753,1:49.484,13.0,6.0,18,S. Sette Câmara,Carlin,Le Castellet,Sprint Race,Round 5 ,2018-06-24
534,21,38:49.057,20.732,0.327,189.727,1:49.353,19.0,7.0,5,A. Albon,DAMS,Le Castellet,Sprint Race,Round 5 ,2018-06-24
535,21,38:52.770,24.445,3.713,189.425,1:49.742,5.0,8.0,6,N. Latifi,DAMS,Le Castellet,Sprint Race,Round 5 ,2018-06-24
536,21,39:04.051,35.726,11.281,188.513,1:50.271,12.0,9.0,17,S. Ferrucci,Trident,Le Castellet,Sprint Race,Round 5 ,2018-06-24
537,21,39:14.968,41.643,5.917,188.038,1:50.275,11.0,10.0,15,R. Nissany,Campos Vexatec Racing,Le Castellet,Sprint Race,Round 5 ,2018-06-24
538,21,39:17.814,49.489,7.846,187.413,1:50.608,10.0,11.0,11,M. Günther,BWT Arden,Le Castellet,Sprint Race,Round 5 ,2018-06-24
539,21,39:22.090,53.765,4.276,187.073,1:50.625,13.0,12.0,12,N. Fukuzumi,BWT Arden,Le Castellet,Sprint Race,Round 5 ,2018-06-24
540,21,39:27.335,59.010,5.245,186.659,1:50.398,6.0,13.0,16,A. Maini,Trident,Le Castellet,Sprint Race,Round 5 ,2018-06-24
541,20,38:21.424,DNF,-,182.866,1:48.759,13.0,14.0,1,A. Markelov,RUSSIAN TIME,Le Castellet,Sprint Race,Round 5 ,2018-06-24
542,20,38:52.763,1 LAP,31.339,180.41,1:48.489,19.0,15.0,9,R. Merhi,MP Motorsport,Le Castellet,Sprint Race,Round 5 ,2018-06-24
543,20,39:13.399,1 LAP,20.636,178.828,1:47.827,15.0,16.0,10,R. Boschung,MP Motorsport,Le Castellet,Sprint Race,Round 5 ,2018-06-24
544,19,39:15.225,2 LAPS,1 LAP,169.76,1:48.071,11.0,17.0,8,G. Russell,ART Grand Prix,Le Castellet,Sprint Race,Round 5 ,2018-06-24
545,19,39:53.659,2 LAPS,38.434,167.034,1:49.385,19.0,18.0,3,S. Gelael,PERTAMINA PREMA Theodore Racing,Le Castellet,Sprint Race,Round 5 ,2018-06-24
546,40,56:16.865,0.000,0.000,183.998,1:18.078,14.0,1.0,8,G. Russell,ART Grand Prix,Spielberg,Feature Race,Round 6 ,2018-07-01
547,40,56:21.995,5.131,5.131,183.719,1:17.540,14.0,2.0,19,L. Norris,Carlin,Spielberg,Feature Race,Round 6 ,2018-07-01
548,40,56:26.498,9.633,4.502,183.475,1:18.069,39.0,3.0,21,A. Fuoco,Charouz Racing System,Spielberg,Feature Race,Round 6 ,2018-07-01
549,40,56:28.660,11.796,2.163,183.358,1:18.184,12.0,4.0,9,R. Merhi,MP Motorsport,Spielberg,Feature Race,Round 6 ,2018-07-01
550,40,56:31.507,14.643,2.847,183.204,1:18.868,40.0,5.0,5,A. Albon,DAMS,Spielberg,Feature Race,Round 6 ,2018-07-01
551,40,56:33.765,16.900,2.257,183.082,1:18.722,13.0,6.0,18,S. Sette Câmara,Carlin,Spielberg,Feature Race,Round 6 ,2018-07-01
552,40,56:35.698,18.834,1.934,182.978,1:18.301,12.0,7.0,2,T. Makino,RUSSIAN TIME,Spielberg,Feature Race,Round 6 ,2018-07-01
553,40,56:41.554,24.690,5.856,182.663,1:17.062,38.0,8.0,1,A. Markelov,RUSSIAN TIME,Spielberg,Feature Race,Round 6 ,2018-07-01
554,40,56:42.392,25.528,0.838,182.618,1:18.835,12.0,9.0,12,N. Fukuzumi,BWT Arden,Spielberg,Feature Race,Round 6 ,2018-07-01
555,40,56:43.450,26.585,1.057,182.561,1:19.004,12.0,10.0,17,S. Ferrucci,Trident,Spielberg,Feature Race,Round 6 ,2018-07-01
556,40,56:44.271,27.406,0.821,182.517,1:19.161,29.0,11.0,6,N. Latifi,DAMS,Spielberg,Feature Race,Round 6 ,2018-07-01
557,40,56:46.349,29.485,0.332,182.405,1:18.910,14.0,12.0,14,L. Ghiotto,Campos Vexatec Racing,Spielberg,Feature Race,Round 6 ,2018-07-01
558,40,56:54.000,37.135,7.650,181.997,1:18.257,36.0,13.0,3,S. Gelael,PERTAMINA PREMA Theodore Racing,Spielberg,Feature Race,Round 6 ,2018-07-01
559,40,56:56.219,39.355,2.220,181.878,1:17.713,36.0,14.0,16,A. Maini,Trident,Spielberg,Feature Race,Round 6 ,2018-07-01
560,40,57:06.017,29.153,1.747,182.423,1:18.716,12.0,15.0,11,M. Günther,BWT Arden,Spielberg,Feature Race,Round 6 ,2018-07-01
561,28,36:41.950,0.000,0.000,197.461,1:17.365,6.0,1.0,1,A. Markelov,RUSSIAN TIME,Spielberg,Sprint Race,Round 6 ,2018-07-01
562,28,36:47.551,5.600,5.600,196.96,1:17.406,3.0,2.0,8,G. Russell,ART Grand Prix,Spielberg,Sprint Race,Round 6 ,2018-07-01
563,28,36:50.493,8.543,2.943,196.698,1:17.912,5.0,3.0,18,S. Sette Câmara,Carlin,Spielberg,Sprint Race,Round 6 ,2018-07-01
564,28,36:59.139,17.188,8.645,195.932,1:17.651,3.0,4.0,21,A. Fuoco,Charouz Racing System,Spielberg,Sprint Race,Round 6 ,2018-07-01
565,28,36:59.875,17.925,0.737,195.867,1:17.561,4.0,5.0,5,A. Albon,DAMS,Spielberg,Sprint Race,Round 6 ,2018-07-01
566,28,37:04.530,22.580,4.655,195.457,1:17.629,5.0,6.0,2,T. Makino,RUSSIAN TIME,Spielberg,Sprint Race,Round 6 ,2018-07-01
567,28,37:06.538,24.588,2.008,195.281,1:17.826,6.0,7.0,17,S. Ferrucci,Trident,Spielberg,Sprint Race,Round 6 ,2018-07-01
568,28,37:09.236,27.286,2.698,195.044,1:17.765,4.0,8.0,6,N. Latifi,DAMS,Spielberg,Sprint Race,Round 6 ,2018-07-01
569,28,37:09.996,28.046,0.760,194.978,1:17.826,4.0,9.0,12,N. Fukuzumi,BWT Arden,Spielberg,Sprint Race,Round 6 ,2018-07-01
570,28,37:10.615,28.665,0.619,194.924,1:17.599,5.0,10.0,16,A. Maini,Trident,Spielberg,Sprint Race,Round 6 ,2018-07-01
571,28,37:12.140,30.190,1.525,194.791,1:17.440,4.0,11.0,19,L. Norris,Carlin,Spielberg,Sprint Race,Round 6 ,2018-07-01
572,28,37:12.750,30.800,0.610,194.737,1:17.965,5.0,12.0,11,M. Günther,BWT Arden,Spielberg,Sprint Race,Round 6 ,2018-07-01
573,28,37:14.139,32.189,1.389,194.616,1:17.928,6.0,13.0,14,L. Ghiotto,Campos Vexatec Racing,Spielberg,Sprint Race,Round 6 ,2018-07-01
574,28,37:14.903,32.953,0.764,194.55,1:17.985,6.0,14.0,4,N. de Vries,PERTAMINA PREMA Theodore Racing,Spielberg,Sprint Race,Round 6 ,2018-07-01
575,28,37:18.902,36.952,3.999,194.202,1:18.278,4.0,15.0,10,R. Boschung,MP Motorsport,Spielberg,Sprint Race,Round 6 ,2018-07-01
576,28,37:20.845,38.895,1.943,194.034,1:17.735,4.0,16.0,9,R. Merhi,MP Motorsport,Spielberg,Sprint Race,Round 6 ,2018-07-01
577,28,37:26.050,44.100,5.205,193.584,1:17.694,4.0,17.0,15,R. Nissany,Campos Vexatec Racing,Spielberg,Sprint Race,Round 6 ,2018-07-01
578,28,37:26.199,44.249,0.149,193.571,1:17.966,4.0,18.0,7,J. Aitken,ART Grand Prix,Spielberg,Sprint Race,Round 6 ,2018-07-01
579,29,52:04.519,0.000,0.000,196.682,1:44.873,28.0,1.0,5,A. Albon,DAMS,Silverstone,Feature Race,Round 7 ,2018-07-08
580,29,52:14.302,9.783,9.783,196.068,1:44.448,28.0,2.0,8,G. Russell,ART Grand Prix,Silverstone,Feature Race,Round 7 ,2018-07-08
581,29,52:23.026,18.507,8.724,195.524,1:44.710,29.0,3.0,21,A. Fuoco,Charouz Racing System,Silverstone,Feature Race,Round 7 ,2018-07-08
582,29,52:31.208,26.689,8.182,195.016,1:45.753,25.0,4.0,20,L. Delétraz,Charouz Racing System,Silverstone,Feature Race,Round 7 ,2018-07-08
583,29,52:31.535,27.016,0.327,194.996,1:45.320,10.0,5.0,14,L. Ghiotto,Campos Vexatec Racing,Silverstone,Feature Race,Round 7 ,2018-07-08
584,29,52:31.626,27.107,0.091,194.99,1:45.801,10.0,6.0,1,A. Markelov,RUSSIAN TIME,Silverstone,Feature Race,Round 7 ,2018-07-08
585,29,52:32.553,28.034,0.927,194.933,1:45.333,9.0,7.0,4,N. de Vries,PERTAMINA PREMA Theodore Racing,Silverstone,Feature Race,Round 7 ,2018-07-08
586,29,52:38.540,34.020,5.986,194.563,1:45.606,16.0,8.0,11,M. Günther,BWT Arden,Silverstone,Feature Race,Round 7 ,2018-07-08
587,29,52:41.746,37.227,3.207,194.366,1:44.561,27.0,9.0,10,R. Boschung,MP Motorsport,Silverstone,Feature Race,Round 7 ,2018-07-08
588,29,52:44.139,39.620,2.393,194.219,1:44.952,27.0,10.0,19,L. Norris,Carlin,Silverstone,Feature Race,Round 7 ,2018-07-08
589,29,52:44.490,39.971,0.351,194.198,1:45.290,12.0,11.0,9,R. Merhi,MP Motorsport,Silverstone,Feature Race,Round 7 ,2018-07-08
590,29,52:44.651,40.131,0.160,194.188,1:45.130,26.0,12.0,2,T. Makino,RUSSIAN TIME,Silverstone,Feature Race,Round 7 ,2018-07-08
591,29,52:47.449,42.930,2.799,194.016,1:45.706,17.0,13.0,7,J. Aitken,ART Grand Prix,Silverstone,Feature Race,Round 7 ,2018-07-08
592,29,52:59.374,54.855,11.925,193.288,1:44.774,27.0,14.0,16,A. Maini,Trident,Silverstone,Feature Race,Round 7 ,2018-07-08
593,29,53:02.583,58.064,3.209,193.094,1:45.653,25.0,15.0,15,R. Nissany,Campos Vexatec Racing,Silverstone,Feature Race,Round 7 ,2018-07-08
594,29,53:03.913,59.394,1.330,193.013,1:45.641,17.0,16.0,17,S. Ferrucci,Trident,Silverstone,Feature Race,Round 7 ,2018-07-08
595,29,53:04.283,59.764,0.370,192.991,1:45.727,17.0,17.0,6,N. Latifi,DAMS,Silverstone,Feature Race,Round 7 ,2018-07-08
596,21,37:09.802,0.000,0.000,199.514,1:44.484,13.0,1.0,11,M. Günther,BWT Arden,Silverstone,Sprint Race,Round 7 ,2018-07-08
597,21,37:10.323,0.520,0.520,199.467,1:43.731,12.0,2.0,8,G. Russell,ART Grand Prix,Silverstone,Sprint Race,Round 7 ,2018-07-08
598,21,37:12.307,2.504,1.984,199.29,1:44.134,14.0,3.0,19,L. Norris,Carlin,Silverstone,Sprint Race,Round 7 ,2018-07-08
599,21,37:19.727,9.924,7.420,198.63,1:44.434,12.0,4.0,1,A. Markelov,RUSSIAN TIME,Silverstone,Sprint Race,Round 7 ,2018-07-08
600,21,37:21.807,12.005,2.081,198.445,1:44.626,2.0,5.0,20,L. Delétraz,Charouz Racing System,Silverstone,Sprint Race,Round 7 ,2018-07-08
601,21,37:23.732,13.929,0.878,198.275,1:44.701,10.0,6.0,4,N. de Vries,PERTAMINA PREMA Theodore Racing,Silverstone,Sprint Race,Round 7 ,2018-07-08
602,21,37:23.809,14.006,0.077,198.268,1:44.967,17.0,7.0,5,A. Albon,DAMS,Silverstone,Sprint Race,Round 7 ,2018-07-08
603,21,37:24.487,14.684,0.678,198.208,1:44.880,17.0,8.0,10,R. Boschung,MP Motorsport,Silverstone,Sprint Race,Round 7 ,2018-07-08
604,21,37:26.290,16.487,1.803,198.049,1:45.043,14.0,9.0,9,R. Merhi,MP Motorsport,Silverstone,Sprint Race,Round 7 ,2018-07-08
605,21,37:27.853,13.051,1.046,198.353,1:44.625,4.0,10.0,14,L. Ghiotto,Campos Vexatec Racing,Silverstone,Sprint Race,Round 7 ,2018-07-08
606,21,37:29.435,19.632,3.145,197.772,1:44.457,21.0,11.0,2,T. Makino,RUSSIAN TIME,Silverstone,Sprint Race,Round 7 ,2018-07-08
607,21,37:33.455,23.653,4.021,197.42,1:45.218,12.0,12.0,7,J. Aitken,ART Grand Prix,Silverstone,Sprint Race,Round 7 ,2018-07-08
608,21,37:33.843,24.040,0.387,197.386,1:44.603,17.0,13.0,16,A. Maini,Trident,Silverstone,Sprint Race,Round 7 ,2018-07-08
609,21,37:41.968,32.165,4.447,196.677,1:45.064,13.0,14.0,15,R. Nissany,Campos Vexatec Racing,Silverstone,Sprint Race,Round 7 ,2018-07-08
610,21,37:43.121,33.318,1.153,196.576,1:45.304,14.0,15.0,3,S. Gelael,PERTAMINA PREMA Theodore Racing,Silverstone,Sprint Race,Round 7 ,2018-07-08
611,21,37:43.845,34.042,0.724,196.513,1:45.558,14.0,16.0,6,N. Latifi,DAMS,Silverstone,Sprint Race,Round 7 ,2018-07-08
612,21,37:57.715,47.912,13.870,195.317,1:43.318,14.0,17.0,18,S. Sette Câmara,Carlin,Silverstone,Sprint Race,Round 7 ,2018-07-08
613,34,1:00:16.996,0.000,0.000,148.214,1:32.832,33.0,1.0,4,N. de Vries,PERTAMINA PREMA Theodore Racing,Budapest,Feature Race,Round 8 ,2018-07-29
614,34,1:00:33.504,16.508,16.508,147.54,1:35.120,25.0,2.0,19,L. Norris,Carlin,Budapest,Feature Race,Round 8 ,2018-07-29
615,34,1:00:37.748,20.752,4.244,147.368,1:33.466,32.0,3.0,21,A. Fuoco,Charouz Racing System,Budapest,Feature Race,Round 8 ,2018-07-29
616,34,1:00:38.801,21.805,1.053,147.326,1:33.672,33.0,4.0,7,J. Aitken,ART Grand Prix,Budapest,Feature Race,Round 8 ,2018-07-29
617,34,1:00:40.073,23.077,1.272,147.274,1:34.093,29.0,5.0,5,A. Albon,DAMS,Budapest,Feature Race,Round 8 ,2018-07-29
618,34,1:00:45.692,28.696,5.619,147.047,1:33.268,33.0,6.0,14,L. Ghiotto,Campos Vexatec Racing,Budapest,Feature Race,Round 8 ,2018-07-29
